date,name,pharmacy,price,lab_name,bioequivalent,is_available,active_principle,sku,web_name,url
2024-09-06,Progeva,Cruz Verde,18735,Itf Farma,,,,,Progeva Progesterona 200 mg 30 Capsulas Blandas,https://www.cruzverde.cl/progeva-progesterona-200-mg-30-capsulas-blandas/296132.html?srsltid=AfmBOoqOL9A_XnyRlsR8_I1GIpgVTWjjkuRTINozqvY1A8r2uSZsT6oo
2024-09-06,Progeva,Salcobrand,18743,,False,True,Progesterona,1720264,Progeva Progesterona 200mg 30 Cápsulas,https://salcobrand.cl/products/progeva-progesterona-natural-200-mg?srsltid=AfmBOoq9lcqQlrpXhOtjXjhdyY0KM8KZEOjC1_K74VQGzf1YuE34uEOc
2024-09-06,Progeva,Farmacias Ahumada,22145,Itf - Labomed,,False,Progesterona,,Progeva 200 mg x 30 Cápsulas Blandas,https://www.farmaciasahumada.cl/progeva-200-mg-x-30-capsulas-blandas-86961.html?srsltid=AfmBOoruBohyJOGvXEmsJ1YiGXX1IUhE6EPNUldNSfq2f34RufIV79e8
2024-09-06,Hormogel,Cruz Verde,18823,Silesia,,,,,"Hormogel Estradiol 0,5 mg/DS Gel Transdérmico 35 gr con Válvula Dosificadora",https://www.cruzverde.cl/hormogel-estradiol-05-mgds-gel-transdermico-35-gr-con-valvula-dosificadora/274371.html?gad_source=1&gclid=Cj0KCQjw2ou2BhCCARIsANAwM2FEvm5JKKOpMSWK2w8XEhf5uXiIiNPD3HpyVkeoF9DBu-QG7us7rcIaApeWEALw_wcB
2024-09-06,Hormogel,Farmex,17537,Silesia,,False,,7800020187070,"Hormogel Pump Gel Transdermico 0,5 mg x 35 g",https://farmex.cl/products/hormogel-pump-gel-transdermico-0-5mg-x-35-g-silesia?srsltid=AfmBOort22ATcL8FyzegBitnzALmmJCjxPj1LqUpVBsd0tqM0LTJfHva
2024-09-06,Hormogel,Salcobrand,18831,Laboratorio Andrómaco Farma.,False,True,Estradiol,3028594,Hormogel Pump Estradiol 0.5mg Gel Transdérmico 35g,https://salcobrand.cl/products/estradiol-0-1-topico-semisolido-1429a6a8-f299-4655-837a-354fbfd3e7a7?default_sku=3028594&gclid=CjwKCAjwkuqvBhAQEiwA65XxQM58ubie6n4zWlcqMCtRT-IaGv2sqe1D1Rt3hPqTPlcfXX-puTg9-RoCV3IQAvD_BwE
2024-09-06,Hormogel,El Búho,19990,Silesia,False,True,Estradiol,,Hormogel Pump 35 g Gel Transdérmico,https://www.buhochile.com/products/hormogel-pump-05-mg-dosis-35-g-gel-transdermico-silesia?productId=e1d2b430-99ee-4785-a114-53fec5f59b74
2024-09-06,Hormogel,El Químico,18990,Silesia,,True,Estradiol,1607628475518,"Hormogel Pum Gel Transdérmico 0,5mg",https://farmaciaelquimico.cl/products/hormogel-pum-gel-transdermico-0-5mg?srsltid=AfmBOoowigxqRufUqrN5jS1Lk8WhE9QSlQPbXXQD3h94Lt2oDf7VBzJV
2024-09-06,Hormogel,Farmacias Ahumada,21895,Silesia S.A.,,False,Estradiol,,"Hormogel Pump 0,5 mg/pulsación x 35 g Gel Transdérmico",https://www.farmaciasahumada.cl/hormogel-pump-0-5-mg-pulsacion-x-35-g-gel-transdermico-64702.html
2024-09-06,Hormogel,Farmacia Meki,17112,Silesia,False,False,Estradiol,,Hormogel Pump,https://farmaciameki.cl/producto/hormogel-pump-05-mg-silesia-0f21
2024-09-06,Drovelis,Cruz Verde,20319,Gedeon Richter,,,,,"Drovelis Drospirenona 3mg/ Estetrol 14,2mg 28 Comprimidos Recubiertos",https://www.cruzverde.cl/drovelis-drospirenona-3mg-estetrol-142mg-28-comprimidos-recubiertos/550945.html?srsltid=AfmBOormuSn1BbMs-xoXlAG3x9Hrpo3aQYyywBMqa3a-72PN3uq2ujyG
2024-09-06,Drovelis,Salcobrand,20327,Laboratorio Gedeon Richter Chile.,False,True,Drospirenona - Estetrol,585782,Drovelis Drospirenona / Estetrol 28 Comprimidos Recubiertos,https://salcobrand.cl/products/drovelis-drospirenona-estetrol-28-comprimidos-recubiertos?srsltid=AfmBOoptRyxI3ukdc-wTLtABfXaZMrp645sdWPpmHU9Am1hwCMvKo5GY
2024-09-06,Drovelis,Farmacias Ahumada,22845,Gedeon Richter Chile Spa,,False,Drospirenona-Estetrol Monohidrato,,Drovelis x 28 Comprimidos Recubiertos,https://www.farmaciasahumada.cl/drovelis-x-28-comprimidos-recubiertos-92615.html?srsltid=AfmBOooajAmHtpTW2CZCVTqQFMGuADAyOBx_vEqvt3HzP_QlyX7v54BB
2024-09-06,Hidroferol,Cruz Verde,26655,Faes Farma Chile,,,,,"Hidroferol Calcifediol 0,266 mg 3 Capsulas Blandas",https://www.cruzverde.cl/hidroferol-calcifediol-0266-mg-3-capsulas-blandas/385961.html?srsltid=AfmBOoo9r5AajQeTEzR2j8wDS74vS2Ww-U91rJ8LeRiBLLkM5bKOZtks
2024-09-06,Hidroferol,Eco Farmacias,21980,,,False,,8436024613421,"Hidroferol 0,266 Mg Calcifediol x 3 cápsulas",https://www.ecofarmacias.cl/producto/hiedroferol-0266-mg-calcifediol/
2024-09-06,Hidroferol,Salcobrand,24239,,False,True,Calcifediol,579141,Hidroferol 0.266 mg x 3 Cápsulas Blandas,https://salcobrand.cl/products/hidroferol-0-266-mg-x-3-capsulas-blandas?srsltid=AfmBOoo3N-ny5si5xEx5V_UfejKprqxOOe9oEFzftj6WwUHHs9PGqJ2w
2024-09-06,Vitamina D3 (Colecalciferol),Cruz Verde,9627,Prater,,,,,Infor Vit Vitamina D3 800 UI 30 Comprimidos,https://www.cruzverde.cl/infor-vit-vitamina-d3-800-ui-30-comprimidos/289897.html
2024-09-06,Vitamina D3 (Colecalciferol),Dr Simi,4000,,False,True,Vitamina D3 (Colecalciferol),CH5628,Vitamina D3 (Colecalciferol) 800 Ui - 30 Comprimidos,https://www.drsimi.cl/vitamina-d3-vitamina-d3-colecalciferol-800-ui-30-comprimidos/p
2024-09-06,Vitamina D3 (Colecalciferol),Salcobrand,10649,,False,True,,2502011,Complemento Alimentario Vitamina D 800 30 Comprimidos,https://salcobrand.cl/products/vitde-800-x30com?srsltid=AfmBOopwOWnO1J-5rORv0mYSR1vf0emPNGtaQc97yiVAd-2z49YUcZiE
2024-09-06,Lenzetto,Cruz Verde,29163,Gedeon Richter,,,,,"Lenzetto Estradiol 1,53 mg/ds Frasco 8,1 mL",https://www.cruzverde.cl/lenzetto-estradiol-153-mgds-frasco-81-ml/293039.html?srsltid=AfmBOopjHKb_-L93gkQissmimSFPGNgsWcwPDsLWhMGjqGIE2pZhNTUA
2024-09-06,Lenzetto,Salcobrand,29303,Laboratorio Gedeon Richter Chile.,False,True,Estradiol,2860972,Lenzetto Estradiol 1.53mg Pulverización Transdérmica 56 Dosis,https://salcobrand.cl/products/lenzetto-estradiol-1-53mg-pulverizacion-transdermica-56-dosis?srsltid=AfmBOopK_ZoFolRNWWeZYdASkTHzbk5GJSPfjAHxSVPWrdcqGSJINEHJ
2024-09-06,Lenzetto,Farmacias Ahumada,32495,Gedeon Richter Chile Spa,,False,Estradiol,,Lenzetto TRH 1.53 mg/Dosis Spray 56 Dosis,https://www.farmaciasahumada.cl/lenzetto-trh%C2%A01.53-mg-dosis-spray-56-dosis-88082.html?srsltid=AfmBOor65Q2GROUBqLBv2jIbvn6PsEX8QPPzt3zuiRLcftH2ijcq5CZ2
2024-09-06,Lenzetto,Profar,21990,Gedeon Richter,,True,Estradiol,103312,LENZETTO,https://www.profar.cl/lenzetto-103312/p
2024-09-06,Elcald Plus,Cruz Verde,17076,Andromaco Etico,,,,,Elcal-D Plus Calcio 500 mg Vitamina D 400 UI 60 Cápsulas,https://www.cruzverde.cl/elcal-d-plus-calcio-500-mg-vitamina-d-400-ui-60-capsulas/254533.html?srsltid=AfmBOoo0eOTaavQRdlwuO0y4AVuQ_jLkG3c6QNGb0PRI4S7bHfu9et5c
2024-09-06,Elcald Plus,MercadoFarma,12690,Andrómaco,,True,,,Elcal-D Plus 500mg 30 Cápsulas,https://www.mercadofarma.cl/products/elcal-d-30-capsulas?srsltid=AfmBOooiEd_HRAQShuc76J_DZ3o6Ii0OuaGIHh5Hi2dyZ0GH8XbCrhZG
2024-09-06,Elcald Plus,Farmacias Ahumada,20495,Andromaco S.A.,,False,Calcio-Colecalciferol (Vitamina D3),,Elcal D Plus x 60 Cápsulas,https://www.farmaciasahumada.cl/elcal-d-plus-x-60-capsulas-49327.html?srsltid=AfmBOooNuWOWJbbH56DqZkmogu5_7KJgep1Z3qVLpBEaLjST6-SPCqd0
2024-09-06,Elcald Plus,Dr Simi,13000,,False,True,Calcio 500 Mg / Vitamina D3 4 Mg,CH6026,Elcal D Plus - 60 Cápsulas,https://www.drsimi.cl/elcal-d-plus-60-capsulas/p
2024-09-06,Elcald Plus,Salcobrand,17071,,False,True,Calcio - Vitamina D3,37845,Elcal D 500/800 Calcio/Vitamina D3 60 Cápsulas,https://salcobrand.cl/products/elcal-d-500-800-calcio-vitamina-d3-60-capsulas?default_sku=37845&queryID=6b673ddf65c2d5df71d73103ebeafba3
2024-09-06,Estreva,Cruz Verde,29999,Deutsche Pharma,,,,,"Estreva Gel Tópico 0,1% 50 g",https://www.cruzverde.cl/estreva-gel-topico-01-50-g/11146.html?srsltid=AfmBOooURkNCvGvNR5gtUB4MmbFuELYKNT9v-3Xy2PjMyIgXJW94jNmn
2024-09-06,Estreva,Salcobrand,30007,Laboratorio Chile.,False,True,Estradiol,434662,"Estreva Estradiol 0,1% Gel Tópico 50g",https://salcobrand.cl/products/estreva-estradiol-0-1-gel-topico-50g?srsltid=AfmBOooZY-AIWeiDXebezM8BSlmklSFTzOsYD8aQd-FfR50tZcSIvkRs
2024-09-06,Estreva,Farmacias Ahumada,35445,Deutsche Pharma,,False,Estradiol Hemihidrato,,Estreva 0.1 % x 50 g Gel con Dosificador,https://www.farmaciasahumada.cl/estreva-0.1-x-50-g-gel-con-dosificador-25987.html?srsltid=AfmBOooPl0YVnL0m5utJ3PGpyajQJwqqh4TCgfFY26mJ_xwNu9ryTPX1
2024-09-06,Estreva,Eco Farmacias,28990,,,False,,7800007807380,Estreva Gel 0.1% estradiol 50g,https://www.ecofarmacias.cl/producto/estreva-gel-0-1-estradiol/
2024-09-06,Acuode Colecalciferol 50.000UI Polvo,Cruz Verde,15655,Recalcine,,,,,"Acuode Colecalciferol 0,5 gr Polvo Para Solución Oral 2 Sobres",https://www.cruzverde.cl/acuode-colecalciferol-05-gr-polvo-para-solucion-oral-2-sobres/289423.html?srsltid=AfmBOopJgxLPqr_XDmqteabh5LRdEceK3Dt0PjRA_RiggUztHfmNq4_S
2024-09-06,Acuode Colecalciferol 50.000UI Polvo,Salcobrand,9549,Laboratorio Recalcine.,False,True,Colecalciferol,2830479,Acuode Colecalciferol 50.000UI Polvo Oral 2 Sobres,https://salcobrand.cl/products/acuode-colecalciferol-50-000ui-polvo-oral-2-sobres?srsltid=AfmBOoodhngPpmPxEUGyptCWnTfi7eCMrrOShGlK3OIaMfW-FWcZ7aok
2024-09-06,Acuode Colecalciferol 50.000UI Polvo,Eco Farmacias,8990,,,False,,7800026004791,Acuode colecalciferol 50.000 Ui polvo oral 2 sobres,https://www.ecofarmacias.cl/producto/acuode-colecalciferol-50-000-ui-polvo-oral-2-sobres/
2024-09-06,Acuode Colecalciferol 50.000UI Polvo,Farmacias Ahumada,18495,Lafi,,False,Colecalciferol (Vitamina D3),,Acuode 50000 UI x 2 Sobres Polvo Para Solución Oral,https://www.farmaciasahumada.cl/acuode-50000-ui-x-2-sobres-polvo-para-solucion-oral-82302.html?srsltid=AfmBOoqg-X8-8gMWTjzTeefYeS_fmr5VRP_3mxcoPDudNhqNF1pYYR8a
2024-09-06,Gestel 200mg,Cruz Verde,19263, Exeltis ,,,,,Gestel Progesterona 200 mg 30 Cápsulas Blandas,https://www.cruzverde.cl/gestel-progesterona-200-mg-30-capsulas-blandas/287846.html?srsltid=AfmBOoprg1ByUdWD7b8ryxGxHs2qFAPNNZ25Zm6OklFGUYNQokSe_Yu8
2024-09-06,Gestel 200mg,Farmex,12320,Exeltis,,False,,7804656600132C,"Gestel 200 mg x 30 caps ""Ley Cenabast",https://farmex.cl/products/gestel-200-mg-x-30-caps-ley-cenabast?srsltid=AfmBOooVMg_R_s8UIJn7wfprSShlLVswkFP3uOtg7bOjhTIRoW9PohPZ
2024-09-06,Gestel 200mg,El Búho,17512,Exeltis,False,True,Progesterona,,Gestel 200 Mg 30 Cápsulas Vaginales,https://www.buhochile.com/products/gestel-200-mg-30-capsulas-vaginales-exeltis?productId=8c2348c3-36d4-4538-9efc-1c2c35134bd7
2024-09-06,Gestel 200mg,El Químico,13800,Exeltis,,True,Progesterona,C1245,Gestel Cápsulas Blandas 200mg Producto Cenabast,https://farmaciaelquimico.cl/products/gestel-capsulas-blandas-200mg?srsltid=AfmBOort0qkM4twZDgesx6X1YaxseitLP8Ab3b_3LAwuefWI_X2EJBsV
2024-09-06,Gestel 200mg,Dr Simi,15600,,True,True,Progesterona,BE0191,Gestel Progesterona 200 mg - 30 Cápsulas Blandas,https://www.drsimi.cl/gestel-200-mg-progesterona-micronizada/p
2024-09-06,Gestel 200mg,Eco Farmacias,13860,,,True,Progesterona Micronizada,7804656600132,Gestel 200 mg x30 Cápsulas Blandas,https://www.ecofarmacias.cl/producto/gestel-capsulas-blandas-100-mg-progesterona/
2024-09-06,Gestel 200mg,Farmacia Meki,12320,Exeltis,True,False,Progesterona,,Gestel CENABAST,https://farmaciameki.cl/producto/gestel-cenabast-200-mg-exeltis-110a
2024-09-06,Rosuvastatina,Cruz Verde,7498, Ascend ,,,,,Forlip Rosuvastatina 10 mg 30 Comprimidos,https://www.cruzverde.cl/forlip-rosuvastatina-10-mg-30-comprimidos/297510.html
2024-09-06,Rosuvastatina,Dr Simi,8000,,True,True,Rosuvastatina,BE0078,Rosuvastatina 10 mg - 30 comprimidos recubiertos,https://www.drsimi.cl/rosuvastatina-10-mg-30-comprimidos-recubiertos/p
2024-09-06,Rosuvastatina,Salcobrand,7743,Laboratorio Chile.,True,True,Rosuvastatina,580770,Rosuvastatina (B) 10mg 30 Comprimidos Recubiertos,https://salcobrand.cl/products/rosuvastatina-10-mg-30-comprimidos-recubiertos?srsltid=AfmBOooRbX3JL5Ki9K_78eCmm0fIb89mlg9zN7RY_u_KjWeutchwDWOI
2024-09-06,Rosuvastatina,Farmacias Ahumada,7995,Ascend,,False,Rosuvastatina Calcica,,Rosuvastatina 10 mg x 30 Comprimidos Recubiertos ASCEND,https://www.farmaciasahumada.cl/rosuvastatina-10-mg-x-30-comprimidos-recubiertos-ascend-88085.html?srsltid=AfmBOoog6o7OokXkhsAflgRY__A_Y21wrphaB6cBj8PZvXUhd2mLQGym
2024-09-06,Rosuvastatina,El Búho,5490,Laboratorio Chile,False,True,Rosuvastatina,,Rosuvastatina 10 Mg 30 Comprimidos,https://www.buhochile.com/products/rosuvastatina-10-mg-30-comprimidos-laboratorio-chile?productId=328f4c27-d24d-4d52-b626-fb302128ece5
2024-09-06,Donabel,Cruz Verde,20847,Exeltis,,,,,Donabel 2/1 Dienogest 2 mg Estradiol Valerato 1 mg 28 comprimidos Recubiertos,https://www.cruzverde.cl/donabel-21-dienogest-2-mg-estradiol-valerato-1-mg-28-comprimidos-recubiertos/293828.html
2024-09-06,Donabel,Salcobrand,20855,,False,True,Dienogest - Estradiol Valerato,1050022,Donabel 2/1 Dienogest / Estradiol 28 Comprimidos Recubiertos,https://salcobrand.cl/products/drospirenona-3mg-etinilestradiol-0-02mg-levomefolato-de-calcio-0-451mg-levomefolato-de-calcio?default_sku=1050022&gclid=Cj0KCQjw2ou2BhCCARIsANAwM2E5j3FVmcokZg7oJBjtx7tKSV-hsjBP5awzWg2evVTU7QAp53t0jrgaAsP3EALw_wcB
2024-09-06,Donabel,Farmacias Ahumada,24645,Exeltis,,False,Estradiol Valerato-Dienogest,,Donabel 2/1 x 28 Comprimidos Recubiertos,https://www.farmaciasahumada.cl/donabel-2-1-x-28-comprimidos-recubiertos-85534.html?srsltid=AfmBOoo8B9G8VPh412ujXYzg1aaVsZZHlZU_XocPSJjPo6YxiiOLShS1
2024-09-06,Donabel,El Químico,16990,Exeltis,,False, Dienogest Y Estradiol,7804656600224,Donabel Comprimidos Recubiertos 2/1,https://farmaciaelquimico.cl/products/donabel-comprimidos-recubiertos-2-1?srsltid=AfmBOooiRlOqPoxZz1wJKmu304oWYYK1w0FzRg-OnU8sg97Lk-cZ_xGt
2024-09-06,Progendo 200mg,Farmex,21990,Abbott-Recalcine,,False,,7800026005392,Progendo 200 mg x 30 cápsulas,https://farmex.cl/products/progendo-capsulas-blanda-progesterona?srsltid=AfmBOooJ5X8zqrvzLOZ3LbQWJVamqJQyyDscf_fIuKs8xlePiv1deKI3
2024-09-06,Progendo 200mg,El Búho,20312,Abbott,False,True,Progesterona Micronizada,,Progendo 200 Mg 30 Cápsulas Blandas,https://www.buhochile.com/products/progendo-200-mg-30-capsulas-blandas-abbott?productId=96a6f19c-71fe-4cf4-b7da-dc5fde96fdbd
2024-09-06,Progendo 200mg,Salcobrand,22351,Laboratorio Recalcine.,False,True,Progesterona Micronizada,2831347,Progendo 200mg 30 Cápsulas Blandas,https://salcobrand.cl/products/progendo-200mg-30-capsulas-blandas?srsltid=AfmBOopzfM74hY3BJV-TTx2JCOP4KgXhguvYjQVmHHXPidOr3ugpHWLX
2024-09-06,Progendo 200mg,Farmacias Ahumada,26995,Lafi,,False,Progesterona,,Progendo 200 mg x 30 Cápsulas Blandas,https://www.farmaciasahumada.cl/progendo-200-mg-x-30-capsulas-blandas-47245.html?srsltid=AfmBOor4869Q795fHRTNTsoomsEJHFSxr4Y1-HTFRc_8zDQQ0qvaL3H-
2024-09-06,Progendo 200mg,Eco Farmacias,18990,,,False,,7800026005392,Progendo 200 mg x 30 Capsulas blandas,https://www.ecofarmacias.cl/producto/progendo-200-mg-x-30/
2024-09-06,Citrato de Magnesio,Dr Simi,6200,,False,True,,CH6112,Citrato de Magnesio 200 mg 60 Cap,https://www.drsimi.cl/citrato-de-magnesio-200mg-60cap-ch6112/p
2024-09-06,Citrato de Magnesio,Salcobrand,9869,,False,True,,585546,Citrato de Magnesio 800mg 60 Cápsulas,https://salcobrand.cl/products/citrato-de-magnesio-800mg-60-capsulas?srsltid=AfmBOoocyo0h9kz5dqSZ_DGJYfzil4NIivnIfqJL5D0VUNZ0GwsBojCL
2024-09-06,Duphaston Didrogesterona 10mg,Salcobrand,22703,Laboratorio Recalcine.,False,True,Didrogesterona,12016,Duphaston Didrogesterona 10mg 20 Comprimidos Recubiertos,https://salcobrand.cl/products/duphaston-didrogesterona-10mg-20-comprimidos-recubiertos?srsltid=AfmBOoqo9deEePFGxjGmztKOOccrs5GXrl9uGoKSh13V8aQ85TLUo1Ea
2024-09-06,Duphaston Didrogesterona 10mg,El Químico,18490,Abbott,,True,Didrogesterona,7800009001410,Duphaston Tabletas 10mg,https://farmaciaelquimico.cl/products/duphaston-tabletas-10mg?srsltid=AfmBOorw12bp-7xH9GH59IY3pew9PE0eeXl7G0vlPU8PB0kisaKo61eZ
2024-09-06,Duphaston Didrogesterona 10mg,Farmacias Ahumada,26495,Abbott,,False,Didrogesterona,,Duphaston 10 mg x 20 Comprimidos Recubiertos,https://www.farmaciasahumada.cl/duphaston-10-mg-x-20-comprimidos-recubiertos-20510.html?srsltid=AfmBOooKFdTUnvwz7Wno5OAlfGqp0teZWeIY1X3BwXs8xEhW5zScndVS
2024-09-06,Duphaston Didrogesterona 10mg,Nova Salud,24490,Abbott,,True,Didrogesterona,882519,Duphaston - 10mg Didrogesterona - 20 Comprimidos Recubiertos - Anticonceptivo Oral,https://www.novasalud.cl/duphaston-10mg-20-comprimidos-recubiertos?srsltid=AfmBOopb9HeuIkRq2xDhHjQCT3WdKnbNtoZAr0blz993a1P2kijF7H0w
